n,x,y,z,steps,solved,run_id
42913,,,,5000000,False,05b0f630f0dc
43081,,,,5000000,False,05b0f630f0dc
43201,,,,5000000,False,05b0f630f0dc
43273,,,,5000000,False,05b0f630f0dc
43321,,,,5000000,False,05b0f630f0dc
43369,,,,5000000,False,05b0f630f0dc
43393,,,,5000000,False,05b0f630f0dc
43441,,,,5000000,False,05b0f630f0dc
43561,,,,5000000,False,05b0f630f0dc
43609,,,,5000000,False,05b0f630f0dc
43633,,,,5000000,False,05b0f630f0dc
43753,,,,5000000,False,05b0f630f0dc
43849,,,,5000000,False,05b0f630f0dc
43873,,,,5000000,False,05b0f630f0dc
43969,,,,5000000,False,05b0f630f0dc
44089,,,,5000000,False,05b0f630f0dc
44161,,,,5000000,False,05b0f630f0dc
44281,,,,5000000,False,05b0f630f0dc
44329,,,,5000000,False,05b0f630f0dc
44449,,,,5000000,False,05b0f630f0dc
44521,,,,5000000,False,05b0f630f0dc
44593,,,,5000000,False,05b0f630f0dc
44641,,,,5000000,False,05b0f630f0dc
44713,,,,5000000,False,05b0f630f0dc
44881,,,,5000000,False,05b0f630f0dc
44953,,,,5000000,False,05b0f630f0dc
45049,,,,5000000,False,05b0f630f0dc
45193,,,,5000000,False,05b0f630f0dc
45289,,,,5000000,False,05b0f630f0dc
45409,,,,5000000,False,05b0f630f0dc
45433,,,,5000000,False,05b0f630f0dc
45553,,,,5000000,False,05b0f630f0dc
45601,,,,5000000,False,05b0f630f0dc
45673,,,,5000000,False,05b0f630f0dc
45769,,,,5000000,False,05b0f630f0dc
45841,,,,5000000,False,05b0f630f0dc
45913,,,,5000000,False,05b0f630f0dc
46009,,,,5000000,False,05b0f630f0dc
46129,,,,5000000,False,05b0f630f0dc
46249,,,,5000000,False,05b0f630f0dc
46609,,,,5000000,False,05b0f630f0dc
46753,,,,5000000,False,05b0f630f0dc
46873,,,,5000000,False,05b0f630f0dc
46921,,,,5000000,False,05b0f630f0dc
46969,,,,5000000,False,05b0f630f0dc
46993,,,,5000000,False,05b0f630f0dc
